Country,Name,Value
Zimbabwe,Perlite,0
Zimbabwe,Petroleum,0
Zimbabwe,Phosphates,11900
Zimbabwe,Platinum,14732
Zimbabwe,Rare Earths,0
Zimbabwe,Rhodium,1334
Zimbabwe,Salt,0
Zimbabwe,Silver,0
Zimbabwe,Steam Coal,2759100
Zimbabwe,Sulfur,0
Zimbabwe,Talc,0
Zimbabwe,Tantalum,0
Zimbabwe,Tin,0
Zimbabwe,Titanium,0
Zimbabwe,Tungsten,8
Zimbabwe,Uranium,0
Zimbabwe,Vanadium,0
Zimbabwe,Vermiculite,27713
Zimbabwe,Zinc,0
Zimbabwe,Zircon,0
